_id;LOTERIA;SORTEO;FECHA;NOMBRE_PREMIO;NUMERO;SERIE
7416;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;5764;191
7417;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;1889;80
7418;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;5491;103
7419;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;6497;53
7420;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;3261;119
7421;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;3302;185
7422;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;1257;141
7423;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;7579;154
7424;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;815;98
7425;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;8984;272
7426;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;6721;264
7427;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;9;28
7428;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;2491;41
7429;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;3938;51
7430;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;8258;228
7431;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;9169;205
7432;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;6969;8
7433;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;3134;106
7434;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;7672;148
7435;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;2976;94
7436;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;2364;122
7437;2;2343;30/06/2016;40 PREMIOS SECOS DE $10 MILLONES;4115;205
7438;2;2344;7/07/2016;PREMIO MAYOR $6.000 MILLONES;5881;89
7439;2;2344;7/07/2016;PREMIO SECO DE $500 MILLONES;1315;40
7440;2;2344;7/07/2016;3 PREMIOS SECOS DE $100 MILLONES;2004;171
7441;2;2344;7/07/2016;3 PREMIOS SECOS DE $100 MILLONES;3421;76
7442;2;2344;7/07/2016;3 PREMIOS SECOS DE $100 MILLONES;2761;8
7443;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8701;93
7444;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2441;115
7445;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2395;293
7446;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8160;45
7447;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6950;166
7448;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8972;48
7449;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;168;177
7450;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8606;280
7451;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;3639;155
7452;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;3444;228
7453;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;167;180
7454;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;1782;68
7455;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;1735;141
7456;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6436;132
7457;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;4385;158
7458;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;3990;71
7459;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;1419;39
7460;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2476;199
7461;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;9939;223
7462;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2486;160
7463;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5144;46
7464;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6606;227
7465;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2171;22
7466;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;785;45
7467;2;2344;7/07/2016;25 PREMIOS SECOS DE $20 MILLONES;1398;141
7468;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7147;58
7469;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4540;289
7470;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9640;69
7471;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2486;167
7472;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7710;23
7473;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4035;65
7474;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2163;26
7475;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1869;145
7476;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2502;146
7477;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9567;177
7478;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1804;48
7479;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9315;24
7480;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;8170;199
7481;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6321;3
7482;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7239;167
7483;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4670;83
7484;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;791;148
7485;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3564;206
7486;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6883;217
7487;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4701;30
7488;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;998;254
7489;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9409;263
7490;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;8281;79
7491;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2822;120
7492;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3121;232
7493;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6292;42
7494;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6315;203
7495;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9526;190
7496;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4270;144
7497;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7519;187
7498;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7117;54
7499;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6290;194
7500;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;297;214
7501;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6331;250
7502;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1196;284
7503;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;8726;146
7504;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5262;48
7505;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9953;273
7506;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1719;223
7507;2;2344;7/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9048;45
7508;2;2345;14/07/2016;PREMIO MAYOR $6.000 MILLONES;8788;68
7509;2;2345;14/07/2016;PREMIO SECO DE $500 MILLONES;6572;278
7510;2;2345;14/07/2016;3 PREMIOS SECOS DE $100 MILLONES;716;117
7511;2;2345;14/07/2016;3 PREMIOS SECOS DE $100 MILLONES;4353;56
7512;2;2345;14/07/2016;3 PREMIOS SECOS DE $100 MILLONES;4465;166
7513;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2126;64
7514;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6975;84
7515;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;4066;111
7516;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6216;69
7517;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;7419;100
7518;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8191;184
7519;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;9647;263
7520;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5992;258
7521;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;7662;105
7522;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8540;139
7523;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;3707;91
7524;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;3461;81
7525;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;7406;146
7526;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;3741;4
7527;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6475;144
7528;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2583;239
7529;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5935;63
7530;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2258;251
7531;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8966;112
7532;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8341;122
7533;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8650;164
7534;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;7105;95
7535;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5450;199
7536;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2751;281
7537;2;2345;14/07/2016;25 PREMIOS SECOS DE $20 MILLONES;4201;163
7538;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2149;244
7539;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1657;111
7540;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4876;299
7541;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1337;205
7542;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9104;282
7543;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2476;143
7544;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5802;155
7545;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4963;190
7546;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;8257;228
7547;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9482;276
7548;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4574;87
7549;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5604;213
7550;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6631;35
7551;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7246;251
7552;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1924;249
7553;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5436;41
7554;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4001;75
7555;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3572;4
7556;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1585;85
7557;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5076;181
7558;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5173;147
7559;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;8457;278
7560;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;8046;101
7561;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9588;15
7562;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4056;72
7563;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;8775;214
7564;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2061;62
7565;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;147;298
7566;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1902;166
7567;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3316;271
7568;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2307;23
7569;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7730;136
7570;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7308;185
7571;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7070;260
7572;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5836;272
7573;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1530;91
7574;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9494;37
7575;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;884;182
7576;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9435;251
7577;2;2345;14/07/2016;40 PREMIOS SECOS DE $10 MILLONES;258;79
7578;2;2346;21/07/2016;PREMIO MAYOR $6.000 MILLONES;5594;4
7579;2;2346;21/07/2016;PREMIO SECO DE $500 MILLONES;1626;42
7580;2;2346;21/07/2016;3 PREMIOS SECOS DE $100 MILLONES;6748;86
7581;2;2346;21/07/2016;3 PREMIOS SECOS DE $100 MILLONES;5342;154
7582;2;2346;21/07/2016;3 PREMIOS SECOS DE $100 MILLONES;9653;223
7583;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2481;111
7584;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;4815;82
7585;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5226;127
7586;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;7984;176
7587;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;7135;278
7588;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5522;176
7589;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;1141;261
7590;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;1203;240
7591;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;31;245
7592;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;4925;32
7593;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;9749;215
7594;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;3852;209
7595;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;3659;221
7596;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6402;183
7597;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5453;88
7598;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;7664;167
7599;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;171;152
7600;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;36;61
7601;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;7303;44
7602;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;220;42
7603;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;9715;88
7604;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;141;111
7605;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;9672;108
7606;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;4321;136
7607;2;2346;21/07/2016;25 PREMIOS SECOS DE $20 MILLONES;4551;30
7608;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3970;86
7609;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3355;141
7610;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6871;184
7611;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5423;16
7612;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6321;266
7613;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3515;220
7614;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5478;224
7615;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2611;30
7616;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7015;276
7617;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5676;266
7618;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3945;284
7619;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7150;288
7620;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1161;148
7621;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;913;294
7622;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7758;173
7623;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5313;192
7624;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2234;103
7625;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7130;111
7626;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;86;9
7627;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2520;170
7628;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6041;231
7629;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3006;220
7630;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3002;265
7631;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1713;56
7632;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;603;19
7633;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4017;107
7634;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1757;172
7635;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9824;16
7636;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;8308;67
7637;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2924;255
7638;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3815;222
7639;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2609;181
7640;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9294;22
7641;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6389;255
7642;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6916;127
7643;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5009;170
7644;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3340;20
7645;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5704;14
7646;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3599;118
7647;2;2346;21/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3556;99
7648;2;2347;28/07/2016;PREMIO MAYOR $6.000 MILLONES;6398;279
7649;2;2347;28/07/2016;PREMIO SECO DE $500 MILLONES;6892;190
7650;2;2347;28/07/2016;3 PREMIOS SECOS DE $100 MILLONES;1058;204
7651;2;2347;28/07/2016;3 PREMIOS SECOS DE $100 MILLONES;9593;108
7652;2;2347;28/07/2016;3 PREMIOS SECOS DE $100 MILLONES;8637;191
7653;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;1897;45
7654;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;7398;278
7655;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;958;217
7656;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8026;155
7657;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5917;108
7658;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;397;212
7659;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6404;168
7660;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5390;42
7661;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;1571;98
7662;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8880;37
7663;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;1858;274
7664;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;4797;190
7665;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8242;179
7666;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5295;122
7667;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;9662;3
7668;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;2754;108
7669;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;4920;194
7670;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8979;258
7671;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8753;182
7672;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8775;222
7673;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;8133;292
7674;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6510;148
7675;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6259;151
7676;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;6494;131
7677;2;2347;28/07/2016;25 PREMIOS SECOS DE $20 MILLONES;5031;238
7678;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;8864;210
7679;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2709;63
7680;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3314;92
7681;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2111;180
7682;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2292;187
7683;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6355;39
7684;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;82;254
7685;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;809;183
7686;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1248;121
7687;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7755;33
7688;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3603;263
7689;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;273;40
7690;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9356;232
7691;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7539;0
7692;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4936;54
7693;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5339;84
7694;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1030;25
7695;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5408;249
7696;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4751;34
7697;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;2274;36
7698;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4006;202
7699;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4609;114
7700;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7043;204
7701;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;991;127
7702;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;3848;205
7703;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4120;174
7704;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5712;92
7705;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7321;102
7706;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4061;54
7707;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;277;72
7708;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;9410;210
7709;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;7537;264
7710;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6153;80
7711;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;5504;209
7712;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6662;173
7713;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;341;136
7714;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;1228;229
7715;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4428;278
7716;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;6563;57
7717;2;2347;28/07/2016;40 PREMIOS SECOS DE $10 MILLONES;4545;247
7718;2;2348;4/08/2016;PREMIO MAYOR $6.000 MILLONES;5756;156
7719;2;2348;4/08/2016;PREMIO SECO DE $500 MILLONES;7442;231
7720;2;2348;4/08/2016;3 PREMIOS SECOS DE $100 MILLONES;3729;64
7721;2;2348;4/08/2016;3 PREMIOS SECOS DE $100 MILLONES;479;85
7722;2;2348;4/08/2016;3 PREMIOS SECOS DE $100 MILLONES;6167;231
7723;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;8678;188
7724;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;8684;96
7725;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;2402;6
7726;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;8222;247
7727;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;6147;45
7728;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;6752;237
7729;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;6697;109
7730;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;150;182
7731;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;5963;239
7732;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;283;0
7733;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;9226;67
7734;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;7348;10
7735;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;9126;185
7736;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;2344;229
7737;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;1046;143
7738;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;9055;0
7739;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;8273;220
7740;2;2348;4/08/2016;25 PREMIOS SECOS DE $20 MILLONES;2155;137
